uid,caption
57495_mscoco_3,An old area with a toddler toilet is sitting idly.
72051_mscoco_2,There is a display of three different computers together.
499252_mscoco_0,A woman riding skis on top of a snow covered slope.
55601_mscoco_1,A brown bear walking across a field while eating grass.
178072_mscoco_4,A light rail going across an old bridge and people are looking out of the window.
294595_mscoco_0,a kitchen with cabinets and counter tops sitting on a tiled floor
379183_mscoco_4,A steam train with cars traveling through the woods.
522612_mscoco_0,Guy jumping over the railing while on his skateboard
459176_mscoco_4,Giraffes stand together in the grass in a field.
292971_mscoco_3,A group of people humorously admiring a pizza.
301981_mscoco_3,A lone giraffe standing next to a wall.
55528_mscoco_0,A man holding a paper bag while showing the camera a toothbrush.
439180_mscoco_2,A group of people are riding horses at a park.
66771_mscoco_1,"Two people at a restaurant, one of whom is looking at a cellphone."
447465_mscoco_4,Skiers coming out of a building in ski attire.
48299_mscoco_4,People on horses are herding cows down a street.
338595_mscoco_2,A crowd rushes to get out of the rain.
432035_mscoco_1,A tomato and cheese pizza is sitting on a red plate.
535292_mscoco_1,A white faced cow stands in the tall grass.
357824_mscoco_2,The tiny birds are playing in the water.
566699_mscoco_4,A giraffe with it's mouth open looking into the camera.
459_mscoco_4,A man wearing a suit is taking a self portrait with a camera.
396608_mscoco_4,"A apple, banana, juice and a cup of coffee on a wicker basket."
148282_mscoco_1,A baby is in a carseat while others shop at merchants on the sidewalk
163608_mscoco_4,A closeup of fruit on a table
40821_mscoco_2,a woman letting a cellphone rest on her face
565543_mscoco_2,Umbrellas with water sprinklers attached on top are shown scattered across a field.
143101_mscoco_3,A person who is on a surfboard in the ocean.
544956_mscoco_1,Young people sitting and texting in the art gallery
266091_mscoco_3,Weeds growing amongst the ferns and dry grass.
387208_mscoco_2,A woman with glasses eating a hot dog.
244550_mscoco_4,A woman riding on the back of a white horse.
232357_mscoco_1,a kitchen with appliances and mirrors and windows
469096_mscoco_2,Three giraffes are craning their heads upwards towards a tree.
217223_mscoco_1,many snow skiers in a line posing for a picture
14041_mscoco_3,A young man holding a skate board in front of a brick building.
558510_mscoco_2,A group of men standing on a tennis court
573622_mscoco_4,A train is coming down the tracks in a grassy area.
267942_mscoco_4,A kitchen scene with a refrigerator being installed.
510254_mscoco_0,A woman on sitting on top a bed.
261744_mscoco_3,People on a beach play with a kite.
275392_mscoco_1,Woman sitting ontop of a large brown and white horse.
354369_mscoco_0,a hard covered book whose binder has fallen off placed on a table
110434_mscoco_3,A man wearing a hoodie with a cell phone in an elevator
79589_mscoco_0,A giraffe standing in the middle of a field.
373785_mscoco_0,A man stears a bored through the water.
161736_mscoco_2,A small dog laying on the ground in a room.
324383_mscoco_0,Cat laying in luggage on bed with white walls
24133_mscoco_1,A man in a wet suit riding a wind surfboard in the water.
295114_mscoco_1,A man in a wet suit surfing over waves.
282942_mscoco_2,a woman in a white top some lights and a cake
24391_mscoco_0,A couple of men standing next to each other at a ribbon cutting ceremony.
16010_mscoco_1,"Some Zebras and cattle are standing together, some eating."
41671_mscoco_4,A piece of cake is on the plate next to champagne.
386718_mscoco_0,A man wearing a Tour de France t-shirt stands beside a statue of a cow.
563349_mscoco_3,A person that is jumping in the sky on a snowboard.
499198_mscoco_1,A woman is seen in the ocean holding a surfboard.
150091_mscoco_0,there is a old train that is coming up the tracks
558127_mscoco_0,two boats on a field near a body of water
373574_mscoco_0,A TV sitting on top of a table next to a laptop computer.
371289_mscoco_3,Two young women playing a game of Frisbee on a beach.
329219_mscoco_1,A man is at a kitchen counter by a dog.
123867_mscoco_3,A dog that is walking in the grass and holding something in it's mouth.
507080_mscoco_0,Two women sitting in wicker furniture on porch talking
208748_mscoco_1,many people at a long table with drinks and food
283516_mscoco_2,A clock on the side of a building that reads 12:10.
197278_mscoco_3,there is a small out house that is made of wood
114401_mscoco_2,A front view of a clean kitchen with marble counter tops.
165455_mscoco_1,Many cars and a bus driving down the road.
105432_mscoco_4,The top of a boat and some birds flying over it.
306412_mscoco_4,"A woman is standing against a wall, holding an umbrella and eating."
209835_mscoco_2,A few girls sitting among a row of suitcases
272416_mscoco_2,A small toilet on the ground with a pipe running to the camode.
457119_mscoco_2,a bunch of birds are standing by a bench
351557_mscoco_1,A man on the street is holding a colorful kite.
214306_mscoco_3,A dog is looking out a large window.
553443_mscoco_3,Man eating fruit in room with co-workers with computers.
40896_mscoco_3,A giraffe is rubbing its neck against a tall pole
23294_mscoco_0,Four male surfers carrying their boards on a sandy beach.
243849_mscoco_0,A bun with an egg and cheese and bacon
216325_mscoco_1,a group of men with surfboards watching a guy surf
61602_mscoco_2,A commercial walk-in refrigerator with shelves of food.
115266_mscoco_1,a train that is sitting on a train track
557998_mscoco_0,A person sits at an outdoor bar with a piece of paper.
389335_mscoco_0,A man carrying a basket filled with fruit and clippers.
156100_mscoco_4,Two pizzas are sitting in boxes each with a slice taken out of it.
275488_mscoco_1,Four men are sitting on a bench looking at a laptop computer.
67534_mscoco_1,A man has a checked shirt and striped tie.
435519_mscoco_4,A racing motorcyclist in full speed in a race.
442419_mscoco_2,bouquet of colorful flowers in a small vase
176701_mscoco_1,A sign on the street that lets you know where you are.
132001_mscoco_0,A white keyboard and mouse provide contrast to black desktop.
287828_mscoco_4,A woman wading through shallow water with a surfboard.
251824_mscoco_4,A person is removing an object from the plastic casing.
429415_mscoco_1,Someone holding tiny bananas in the palm of there hand.
380979_mscoco_2,A family sitting in the Scarborough Fire Department vehicle.
29727_mscoco_0,a young boy is holding up some balloons
238045_mscoco_1,three green buses parked side by side in a lot
249325_mscoco_4,A man sitting on a park bench reading the paper.
340007_mscoco_1,A young person at the beach is holding a surfboard.
537301_mscoco_1,Some colorful birds standing on some tree branches
34866_mscoco_4,A man next to a bicycle is changing his outfit by the road.
481563_mscoco_1,Water passing under a bridge that cars are driving on top of.
253964_mscoco_2,A few people on motorbikes riding along the street.
562943_mscoco_0,a person holding a surf board on a beach
197424_mscoco_3,Several trucks are parked in a parking lot.
115776_mscoco_0,A lemon piece of pie sitting on top of a blue and white plate.
365752_mscoco_3,Two dignitaries shake hands in front of saluting soldiers.
499922_mscoco_3,A selection of doughnuts on a wooden counter.
19253_mscoco_2,A herd of sheep grazing on a lush green hillside.
70351_mscoco_1,There are tooth brush and gum like candies.
370980_mscoco_1,A baby sleeping on top of a blanket wearing pajamas.
379210_mscoco_0,A cat lying next to someone sitting on a bench.
507557_mscoco_0,A giraffe sticking out is tongue to grasp an item from a person's hand.
423769_mscoco_3,Old public rest room with pink wash basin
96327_mscoco_2,"A white plate topped with a sliced up banana, peanut butter and cookies."
477069_mscoco_1,A monk walking down the street while holding an umbrella.
80395_mscoco_2,There are some bananas on a dinner table
325228_mscoco_1,A couple of kids on a court with tennis rackets.
278988_mscoco_4,A piece of cake is sitting on a plate with a fork sticking out.
206135_mscoco_0,A herd of cattle sitting in front of a church with a steeple.
132161_mscoco_3,there is a close up picture of a piece of bread that is cut
111031_mscoco_3,Man and woman standing in a living room holding white controllers.
278899_mscoco_0,a lot of different types of luggage bags near one another
277584_mscoco_2,A cat looking in a door from the outside
65806_mscoco_1,A hand on top of a table holding a lit lighter.
479836_mscoco_0,"A tray with bread, cheese, fruits and vegetables."
125371_mscoco_0,A vase filled with a colorful flower on top of a table.
488522_mscoco_0,There is a knife cutting into a cake.
496548_mscoco_4,A woman skier on a snowy plain with another skier in the background.
107963_mscoco_1,A woman that is standing in front of a laptop.
406182_mscoco_2,The woman is holding a donut with icing on it.
197915_mscoco_4,a blue and black bird a plate of food and some cups and pots
415798_mscoco_1,"Two people in a long kayak, and a man and a dog standing on some kind of small boat."
52413_mscoco_4,A photo of someone holding a fake pink cell phone.
308735_mscoco_2,A large cheese pizza has a piece taken out.
142719_mscoco_1,A striped cat rests on a patio deck.
152598_mscoco_0,A man with sunglasses on with sandwich at a table.
576385_mscoco_4,A restaurant filled with umbrella covered tables and people sharing meals.
315209_mscoco_1,A sign for a beauty store in a city.
538320_mscoco_1,People are skiing on the fresh snow on the slope.
98721_mscoco_3,"A group of people sitting on a grass field, while a man throws a frisbee."
219589_mscoco_3,Bicycles parked along a building with framed file posters.
89188_mscoco_0,two dogs are at a door trying to get outside
570594_mscoco_0,A man walking with two elephants out side.
210439_mscoco_2,Two men stand with their hands up near a frisbee.
497099_mscoco_0,A room filled with bathroom sinks and bath tubs.
571384_mscoco_0,a small group of people that are in front of a bus
123836_mscoco_2,A giraffe and zebra inside of a zoo enclosure
470832_mscoco_0,A baseball player holding a bat over a base.
337498_mscoco_4,A plate with a slice of pizza sits on a table.
302599_mscoco_4,A group of teens performing stunts at a skateboard park.
398423_mscoco_4,A person is getting ready to serve a tennis ball.
543315_mscoco_2,A brown dog laying in an open suitcase on floor.
86946_mscoco_1,a red basket is sitting in a blue chair
530457_mscoco_4,The flowers in the clear glass vase are starting to wilt.
297300_mscoco_0,A white plate topped with a slice of apple and a fork.
418152_mscoco_2,"An overpass of a highway, with a train crossing below."
180729_mscoco_2,an image of a plate with bread on it
539478_mscoco_2,Two giraffes standing in a grass field near some trees.
28022_mscoco_1,Shot inside a plain bathroom from entrance with toilet nearest door.
523373_mscoco_4,Assorted fruits and vegetables displayed in a kitchen scene.
388707_mscoco_3,A clean and sophisticated desktop with a Mac computer.
7444_mscoco_4,An old shop with big windows and items on display.
218844_mscoco_4,A kitchen counter with some appliances on it
442305_mscoco_1,A man is standing next to a woman and telling her something.
527580_mscoco_2,A train travelling next on tracks next to a beach.
404886_mscoco_1,a small giraffe inside of a structure behind a fence
354978_mscoco_1,A chinese couple celebrating their wedding with their guests.
363606_mscoco_0,A bird with a bright beak standing by the waves
288890_mscoco_2,A group of young people taking notes on small pads
553353_mscoco_3,"A black and white image of a man in the shower, formally dressed, drinking a bottle of liquor."
310711_mscoco_1,A flowering plant grows over a fire hydrant.
530860_mscoco_3,A colorful walk sign in the city is on a post.
87588_mscoco_3,The man with the red and black bookbag is walking toward the building.
96006_mscoco_1,A person walking on the beach towards some buildings.
242222_mscoco_1,A red motorcycle parked in a parking lot space.
107814_mscoco_3,There are some zebras standing in a grassy field
339413_mscoco_4,A three-tier plate rack holds tea sandwiches and hors d'oeuvres.
441203_mscoco_4,A truck that is driving on the road with some horses in the back.
393674_mscoco_4,A baseball player in uniform running on the field.
23995_mscoco_4,An orange and yellow train on train tracks going through the countryside.
297260_mscoco_2,A plate that has a sandwich and some fries on it.
285967_mscoco_4,A tennis player ready to receive tennis ball in front of a crowd.
480280_mscoco_0,A peach colored blooming azalea bush next to a bench.
715_mscoco_1,"There are bananas, pineapples, oranges, sandwiches, and drinks at the stand."
133693_mscoco_1,This is a post with a street sign and a one way sign.
487220_mscoco_1,3 people pose for the camera in a backyard
264787_mscoco_0,A cat is peeking out from under a blanket.
97465_mscoco_4,A person holding up a cell phone and touching it.
445603_mscoco_1,A large brown cow with horns standing on a sidewalk.
251785_mscoco_1,A huge white semi truck in the road next to a pole.
249825_mscoco_4,A man is sitting at a picnic table and holding a cell phone.
227491_mscoco_2,A woman is sitting on a bench and is eating something.
296192_mscoco_1,A colorful bird sitting on a large rock.
85852_mscoco_3,A girl is holding on to a green umbrella.
391161_mscoco_2,A fire hydrant sitting on the side of the road.
46616_mscoco_2,A couple of people on a beach with a surfboard.
572734_mscoco_4,An open suitcase sitting on a bed surrounded by folded clothes.
274331_mscoco_3,A giraffe is standing in field looking at something.
37382_mscoco_0,A giraffe sitting on a rocky dirt and grass covered ground.
33939_mscoco_0,The pink Frisbee is laying on the snow covered ground.
66297_mscoco_2,A street at night with a restaurant that has neon lighted signs for hot dogs.
331764_mscoco_3,Flowers sit in a vase that stands in front of a window.
343706_mscoco_3,A woman's hand holding a crocheted iPhone cover.
287994_mscoco_1,The two small airplanes are on the runway of the airport.
478874_mscoco_4,The little girl drying her hair with a hair dryer.
237487_mscoco_2,people watching guys at home plate attempting to get a baseball
354657_mscoco_2,A man performs a trick on a running horse in an enclosure
514722_mscoco_4,A train crossing a bridge over a shallow river.
443780_mscoco_2,A bathroom has a baby seat and toilet in it.
188192_mscoco_4,"A watch, a phone, and a pen sitting on a table."
13132_mscoco_1,a couple of men that are standing in some water next to a bench
566282_mscoco_2,A couple of guys are playing ball on a side walk.
533480_mscoco_0,A man walking across a parking lot in the rain with a red umbrella.
143572_mscoco_3,a man swinging his tennis racket to he can hit a ball
325327_mscoco_1,A cow standing outside on a dirty street.
326510_mscoco_0,A man loading a truck with two pieces of luggage.
80651_mscoco_0,A woman stands leaning on a brick wall as she holds a cell phone to her ear.
393995_mscoco_4,A cat sitting in a window seal at a home.
275393_mscoco_0,A tennis player prepares to hit a forehand shot in a tennis match.
78032_mscoco_4,Two bench's sitting on the ground near a fence.
571279_mscoco_4,"A delicious fruit plate in a silver bowl. The fruit includes an apple, two apricots, red and green grapes, a banana, and a peach."
516804_mscoco_1,a building and a street sign are by a road
484636_mscoco_1,A large amount of teddy bears in baskets sit outside a store.
409268_mscoco_1,a poor little teddy bear smashed and covered with dirt
26654_mscoco_0,A dog sitting in the passenger seat of a car.
331311_mscoco_1,There is a tiny cocktail umbrella in front of the candles.
384995_mscoco_0,A young boy riding skis on top of a snow covered slope.
423498_mscoco_2,Two men are skateboarding around others walking on a street.
262487_mscoco_1,A player is up to bat in a baseball game.
399966_mscoco_1,A airplane sitting on the ground behind a fence.
293802_mscoco_2,A guy jumps in the air with his skateboard beneath him.
134964_mscoco_3,The young child received a birthday cake with Dora decorations.
157651_mscoco_1,A person standing on a hill about to fly a kite
3149_mscoco_3,An architectural structure with a large clock at the top.
5213_mscoco_0,Atv parked alongside rural roadway with trees lining landscape.
143582_mscoco_4,Rider leaning close to the ground on a motorcycle.
179114_mscoco_1,A group of people riding elephants across a river.
528062_mscoco_0,Several people in a living room sitting on different sides of the room
535519_mscoco_3,A row of parked motorcycles sitting side by side.
164924_mscoco_2,A man lays on his bed watching the Avengers on TV.
342165_mscoco_4,The cowboy is herding the cattle into a group.
27874_mscoco_0,A train passing by an empty platform.
4396_mscoco_2,a bear dressed in a robe on the table
414673_mscoco_4,"Boys playing baseball, with one little boy at bat and parents watching."
441008_mscoco_1,"Surfboard at the ready, he's taking his time picking a nice set of waves."
508822_mscoco_1,A little boy sitting on a bed with stuffed animals and a food tray.
166696_mscoco_2,a couple of men running around a baseball field
267903_mscoco_4,A filthy bathroom has a dirt covered sink and a rusty toilet.
81354_mscoco_4,Rusty scissors standing straight up next to another rusty object.
239656_mscoco_4,People sitting on and walking by big black blocks on the sidewalk.
145093_mscoco_3,A large stone building with a clock face on it.
494747_mscoco_2,A sandwich made with a hard roll cut in half in the basket
293425_mscoco_1,two men sitting at a table and talking to others
444263_mscoco_1,A man in black snowboarding down a snowy mountain.
415716_mscoco_2,A living room with a large vase with flowers.
67727_mscoco_1,a bathroom with a mirror and a sink in it
118739_mscoco_2,A pizza with a slice missing on a white sheet in the sunlight.
46882_mscoco_2,kids playing Frisbee in a park on a bright day
206838_mscoco_3,Two beautiful women riding horses in the ocean in bikinis.
235839_mscoco_3,a man standing next to a laptop and bottles of beer
353830_mscoco_0,An Italian dish is presented on a white plate.
58483_mscoco_4,An elephant walks amongst the rocks and grass.
337011_mscoco_3,A bicycle parked next to a motorized sitting scooter.
16064_mscoco_4,a man catching a frisbee in a field.
372652_mscoco_3,A small black bear waling up to a trash can.
153392_mscoco_0,Many of the kites ascend high into the clouds.
436795_mscoco_4,A guy makes a weird face as he eats what looks like a hot dog.
269975_mscoco_4,A city street with cars and buses and people walking on the sidewalk
367313_mscoco_0,Closeup of a hand holding a black cellphone.
494913_mscoco_1,A man watches TV from his couch in a living room
533156_mscoco_4,a large white and brown cat sitting in a chair near a laptop
515421_mscoco_4,A dog laying with its face a couch
133963_mscoco_4,A couple of men standing in a living room together.
68418_mscoco_4,A mouse and a keyboard in front of an Apple logo.
45176_mscoco_4,A pug dog looking back away from his reflection.
157601_mscoco_2,A woman eating a sandwich with a drink in front of her.
575624_mscoco_4,horses laying down on the grass beside trees and a barn
193605_mscoco_4,A man standing next to various bags of bananas on a table
330986_mscoco_1,A woman standing on skis in the show posing for a picture.
518916_mscoco_0,Young soccer players on field with adult onlookers.
495117_mscoco_3,A couple horses and people walking across a field.
517777_mscoco_4,A vase full of ferns is on a small white table.
500680_mscoco_2,an image of women working and buying at an outdoor bake sale
490705_mscoco_4,two people surfing a small wave in the water.
484614_mscoco_4,a man holding a surf board makes his way down a hill
524742_mscoco_3,Colorful graffiti is on the side of a subway car.
82680_mscoco_0,two dogs brown white and black and some people
185473_mscoco_1,A group of men leading a pack of horses through a field.
432796_mscoco_4,Two boys are looking at two white swans.
478055_mscoco_0,A herd of cattle grazing on a dry grass field.
141518_mscoco_2,Two strange bugs walking on a stick
154087_mscoco_1,Canadian flags flying along a fence where people are standing in snow.
42_mscoco_4,a shoe rack with some shoes and a dog sleeping on them
85390_mscoco_1,A man holding a pirate coffee cup in his right hand.
75725_mscoco_0,An ornate clocks sits on a counter in front of a design.
25316_mscoco_0,a plate of ripe bananas and red apples
455872_mscoco_3,A black and white photo of a shipyard.
30213_mscoco_2,Kitchen with many old appliances and many pots and pans.
451533_mscoco_2,He is showing everyone his Samsung cell phone.
60088_mscoco_0,A chocolate donut and a cup of coffee.
661_mscoco_0,A chicken sandwich in a wrapper near a cell phone.
564726_mscoco_0,A number of donuts on a box on the table
474881_mscoco_4,The longhorn sheep are grazing on the mountain.
275117_mscoco_4,A man looking at a laptop next to a beer can and speaker.
486536_mscoco_2,Two cats laying on a blanket on a chair.
381254_mscoco_3,Three large adult elephants stand near two young elephants close to water.
497002_mscoco_2,Man and woman standing with man holding cell phone in kitchen
535483_mscoco_3,A woman riding a bike down the street.
553097_mscoco_2,A large brick building displaying a roman numeral clock
187543_mscoco_4,A man wearing ear buds and Reebok clothing looks up from the sidewalk.
488454_mscoco_0,A white horse grazes in a field near a forest.
269445_mscoco_2,A loft bed with stuffed animals all over it.
360097_mscoco_2,"Luggage is sorted into groups, and sits outside the fence for pickup."
232649_mscoco_1,A blue toilet sitting next to a bathroom sink in a bathroom.
486164_mscoco_2,The lights are still on and no one is around.
470909_mscoco_3,A classroom with a few wooden desks and various pictures on the walls.
166340_mscoco_0,A man flying a kite while standing next to his small white dog on a beach.
45478_mscoco_3,A very tall tower with a big pretty clock on it.
387431_mscoco_0,Sidewalk in city with store fronts and clock.
293300_mscoco_4,Looking up at elephants in an enclosure at the zoo
295857_mscoco_1,Large elephant walking forward down a dirt road.
539224_mscoco_1,A red teddy bear on a pole wears a crown.
384594_mscoco_3,A red train is stopped at the platform of a station.
416467_mscoco_4,An unattractive and worn apartment with an open front door.
92660_mscoco_0,"A pizza is prepared with cheese, tomato sauce, and broccoli."
578736_mscoco_3,An attractive young woman carries a surfboard over her head at a beach.
34417_mscoco_2,A picture of a factory making doughnuts full of joy.
321064_mscoco_4,A food processor sit on a small table in a kitchen next to fresh vegetables and a colander of mushrooms.
511398_mscoco_0,A small dog on a harness laying on top of a sandy beach.
79121_mscoco_3,"A made up bed with yellow, red and green pillows and decorations."
258883_mscoco_3,Pizzas are cooking on the small grill outside.
213593_mscoco_3,Street sign displayed on pole at intersection in metropolitan region.
547639_mscoco_4,The kitchen counter and the island counter are made of marble.
340015_mscoco_2,A pizza is covered with olives sausages and tomato.
411480_mscoco_2,A small boy stands under an umbrella at the side of a cliff.
309492_mscoco_1,A police officer driving a motorcycle down a city street.
228350_mscoco_0,People are eating at an outdoor cafe at tables with red umbrella tops.
449708_mscoco_0,A laptop computer is propped up on a cluttered desk.
201418_mscoco_4,Adult standing at luggage carousel in airport area.
69698_mscoco_2,The slice of pizza has large chunks of tomatoes on it.
507249_mscoco_0,Two bikes parked next to each other on a bike rack.
445846_mscoco_3,"An extremely plain, and outdated white colored kitchen"
420466_mscoco_3,A giraffe is walking in a grass field.
469235_mscoco_2,A store clerk gathering oranges from a shopping cart to fill a display box.
320336_mscoco_2,A person carrying a long board on a beach.
315610_mscoco_2,The two airplanes are flying towards the ferris wheel.
292209_mscoco_3,a large blue truck that is parked by a fence
378244_mscoco_4,A person skis through some trees down a hill
221616_mscoco_0,Several people riding on jet skis in the water.
307538_mscoco_3,The woman is riding her horse threw the course.
699_mscoco_3,a blurry image of a street light with a red streak on the picture
171461_mscoco_2,A woman drinking a glass of wine off of a mans shoulder.
450169_mscoco_4,A young child is brushing its teeth in the tub.
221521_mscoco_4,Three wood carvings of humans hold up a bench
376684_mscoco_2,Two giraffes stand under a tree that is missing most of its leaves.
548942_mscoco_1,a male in a white shirt a mirror and a camera
413079_mscoco_2,A horse and rider jumping during a show.
379014_mscoco_1,A picture of a city at night with no people a traffic light and assorted fences and poles.
91833_mscoco_2,A guy is holding a sign for Hella Occupy Oakland and there is another guy sitting close by.
340737_mscoco_0,"A bathroom with sink, tub, window, and hand rails."
310788_mscoco_3,A man sitting in front of a flat screen monitor.
248469_mscoco_4,A living room that has a sofa a love seat combination in front of a large coffee table and a mirror on the wall.
496411_mscoco_4,There is a three way stop infront of a building.
64088_mscoco_1,an older woman walking in the street and a bus
254644_mscoco_2,A rustic kitchen with wooden drawers and cabinets.
128704_mscoco_4,a group of people eating outside a restaurant while the maintenance person cleans
437351_mscoco_4,"A women in a hat, tank top, argyle boots, and socks sits beside stacked luggage."
293789_mscoco_4,a bunch of kites flying in a clear sky
168811_mscoco_0,There is a crowd of people waiting for the train.
493682_mscoco_4,This intersection includes several signs to assist motorists.
126688_mscoco_0,Grandpa enjoying the day playing flying disc with his granddaughter
441442_mscoco_3,A young girl rides her horse in the middle of a course.
111548_mscoco_2,Two dogs hanging out next to each other on a dirt road.
219647_mscoco_0,Organized baseball game with young players and an adult pitcher on a dirt field.
519598_mscoco_2,A clock displayed on the wall above a table with a laptop on it
45594_mscoco_2,A white truck driving on top of a street.
102517_mscoco_2,a close up of a person wearing eye glasses
111117_mscoco_2,Bird sits on bare branch of tree in forest.
452122_mscoco_4,An airplane in route with a cloudy sky behind it.
137490_mscoco_0,A small bird sitting on the handle of a car door.
353551_mscoco_3,Airplane flying low over the treeline and field beyond.
189371_mscoco_4,the man is swinging a tennis racket
346880_mscoco_1,The hotdog has mustard and bacon on it.
479727_mscoco_4,A street sign with graffiti on it next to a building.
57194_mscoco_4,brocolli cut up on a cutting board next to a knife
146503_mscoco_2,A collage of white squares with pictures of different meals.
197369_mscoco_4,A woman holding up a bag with food in it.
304725_mscoco_1,A leather chair sitting next to a street light to compare the size.
367843_mscoco_4,Four traffic lights pointing in all different directions.
138806_mscoco_1,A large kitchen with a lot of cabinets and counter space.
334813_mscoco_4,A man sitting at a desk in front of a laptop and computer monitor with a glass of champagne.
408253_mscoco_1,This woman should have left her phone at home.
280498_mscoco_1,A TV mounted on a wall next to a kitchen with a sink.
515885_mscoco_2,beautiful orange flowers planted in a beer bottle
465199_mscoco_1,A man jumping in the air swinging a tennis racket.
65433_mscoco_3,Dog laying on ground looking at pair of sneakers
579462_mscoco_4,A woman opening a suitcase on the bed
41397_mscoco_4,Benches line a grassy area under trees with cars nearby.
450993_mscoco_1,"Three people in suits are standing on top of surf boards, in the sand."
500118_mscoco_4,a living room with some couches and a table top
115885_mscoco_0,"A brown, white and black cat looking at a laptop."
5107_mscoco_1,People wait in line in order to board a bus.
384350_mscoco_2,A commercial airplane sits on a runway at an airport.
437099_mscoco_2,women carrying large trays of doughnuts and giving them out on the street
90554_mscoco_1,A cake decorated with things from a barbershop
189163_mscoco_4,Person laying down reading a book at night.
24629_mscoco_2,a stop sign with some arabic writing on the bottom of it
49885_mscoco_3,Modern medical ambulance bus parked on a sunny day
53457_mscoco_4,a cat resting on top of a tv monitor which is hanging flush against a wall
294297_mscoco_0,Two plates of broccoli and shrimp on a table.
476704_mscoco_3,A bike on lamppost next to a red and white bus.
515727_mscoco_1,A field with four geese walking around in a field.
393857_mscoco_2,A fluffy white dog sleeping on a couch wearing a red and white bow tie
71023_mscoco_3,Kitchen with table and cabinet with sink and dishwasher.
308894_mscoco_1,A passenger train is riding down the tracks.
413126_mscoco_2,A person using a table pc with their finger.
305404_mscoco_0,A crowded alley is full of souvenirs and a horse statue.
33061_mscoco_1,A flock of birds flying in a blue sky.
570465_mscoco_4,"A meal containing soda, salad pizza and rice on a table."
65024_mscoco_1,A panda bear sitting in the grass near some branches.
200058_mscoco_2,A woman standing next to a snow board on a snow covered slope.
28582_mscoco_0,"Chives, radishes and other vegetables on a white cloth."
479078_mscoco_3,Horse and rider jumping a fence during a competition.
233305_mscoco_1,A man with skiing gear on a snow covered area
99348_mscoco_4,A group of people standing on a beach next to surfboards.
555983_mscoco_3,A man doing stunts on his motorcycle at a show.
110972_mscoco_4,A gigantic black bear roams around with his head hanging low.
27517_mscoco_1,A person holding a flip phone in their hand.
545597_mscoco_4,A beige tiled bathroom with sinks and soap dispensors.
370899_mscoco_1,A couch and a table in a small room.
364009_mscoco_1,A man is walking in front of tour bus.
521956_mscoco_2,A man swinging his racket at a ball.
551001_mscoco_1,four women crossing their rackets while taking a photo
191691_mscoco_3,A man in the bathroom shaving his face.
355394_mscoco_2,A person on a surf board with wave breaking.
521288_mscoco_1,A baby elephant is following a large elephant.
138954_mscoco_4,Slices of food are arranged around food piled on a plate.
565353_mscoco_4,A man sitting in a train cart with a laptop.
382542_mscoco_2,A small bathroom with a toilet and sink and handrails.
92935_mscoco_3,A man smiles while stretching out a banner.
206268_mscoco_3,a person standing in a living room playing nintendo wii
203466_mscoco_3,A tennis player is sitting on a bench drying his hands.
47739_mscoco_0,Woman in a shop with wine and beer looking at her cellphone.
143825_mscoco_4,Three dogs playing with a disk toy in the park.
458950_mscoco_2,a silver and red fire hydrant a red building and a window
376900_mscoco_1,a tennis player in all white playing on a court
102707_mscoco_3,Utensils and containers line the sink in a kitchen.
465601_mscoco_0,A group of people standing in a flooded street.
307480_mscoco_4,Orange tree with ripe oranges and green leaves.
191138_mscoco_2,A large and small ship in a body of water.
307511_mscoco_4,This antique vehicle has a couple of surf boards riding on the roof.
205676_mscoco_1,a black and white photo of a crowded street somewhere in an Asian country.
516540_mscoco_3,Two fire hydrants sit next to each other in the snow.
499618_mscoco_2,A couple people are walking on the sidewalk with a truck parked nearby.
43882_mscoco_3,A man holding a doughnut over a bowl.
338094_mscoco_3,A guitarist wildly flaps their hair while playing a song.
274134_mscoco_0,A book shelf filled with lots of books.
464872_mscoco_4,Two zebra run through tall grass near a wooded area.
20571_mscoco_2,Two tug boats tied up to the dock.
135023_mscoco_0,A parking meter on the side of a road.
224391_mscoco_0,Lone elephant walking on dirt path near bushy area.
277146_mscoco_2,An Ana air plane is parked at the port.
507361_mscoco_2,A bottle of juice sitting on a window sill.
86878_mscoco_1,The tennis player is reaching for the difficult serve.
136140_mscoco_0,A person wearing glasses while using a smart phone.
190391_mscoco_4,A hotdog with mustard and a container of catsup in the background
291251_mscoco_2,a person wearing a snowboard jumping above the snow
126141_mscoco_4,Four different color teddy bears on a couch.
266376_mscoco_3,A baseball player with a bat is running off the plate.
435709_mscoco_0,A clock that is on the top of a pole.
572495_mscoco_1,Three computer monitors stand on a wood table with a black keyboard.
34950_mscoco_2,A long train pulling into a train station next to a loading area.
398742_mscoco_0,A hefty rugby player in red shirt and black shorts in the air.
301746_mscoco_0,A couple of young men riding bikes down a street in front of a sign.
206290_mscoco_4,There are a group of signs on a light pole in a city.
173545_mscoco_4,A couple of elephants with people riding on the back of them.
252054_mscoco_1,The girl is making a funny face as she gets ready to eat her treat.
442205_mscoco_0,A hand ready to catch an orange flying towards it.
557510_mscoco_1,A view of a vase sitting on a blue towel.
150843_mscoco_4,a man sticking a dish in the oven to cook
401384_mscoco_2,A number of traffic signs regarding different cities.
404608_mscoco_4,A bathroom toilet with a toilet paper roll and seat cover dispenser.
187278_mscoco_4,a man and a woman playing with a white surfboard in the sand
