uid,caption
000000132288,The skateboarder has achieved a very tricky manuever.
000000132316,Are you going to eat all three of those calorie-laden pastries?
000000132317,A dragonfly has landed n the edge of a laptop
000000132328,a group of people playing with kites in the park on a sunny day
000000132329,A refrigerator mostly empty with only a few bottles of water inside.
000000132336,lot of people are outside on a beautiful day and people are on a fun bus.
000000132342,A bathroom with many green tiles line the walls.
000000132373,A picture of an outdoor area that seems great.
000000132375,A drink in a mason jar sitting beside a vase of pink flowers.
000000132393,A group of people enjoying a barbecue near some trees.
000000132408,A farmer with draught horses uses a plow to furrow
000000132415,A white paper plate holding two pieces of pizza.
000000132509,A photo of a person carrying a surf board out of the waves.
000000132510,A woman is smiling while riding on a snowboard.
000000132578,A cat is sleeping on a large bench.
000000132612,These four zebra are walking in a field.
000000132615,A person on a field with a baseball bat.
000000132622,The large bear is looking in the direction of the camera.
000000132644,The man is in the kitchen preparing a meal.
000000132652,A woman in a red shirt is talking on her cellphone.
000000132682,A very white toilet that is in a clean room.
000000132683,Some people are sitting in a model train.
000000132686,Variety of different colored kites flying next to each other.
000000132689,A park like area with a lot of trees and some stone benches.
000000132690,this is a white cat sitting in a basket
000000132703,A guy skateboarding on the bars of stairs.
000000132719,A man riding a skateboard down the side of a ramp.
000000132733,a dog in a green shirt near a persons feet
000000132776,a person riding on the head of an elephant
000000132814,A group of zebras with a giraffe standing behind them
000000132861,BEAUTIFUL CATHEDRAL WITH TALL SPIRE REACHING TO THE SKY
000000132931,two men on different baseball teams getting ready for the next move.
000000132953,A man riding a surfboard in the rapids of a river
000000132982,A rainy picture of three red double deck buses on a street.
000000132992,A brown teddy bear sitting next to a small brown dog toy.
000000133002,A man and women riding a moto cylce down a high way.
000000133025,People in a batting cage practicing hitting the ball.
000000133061,a couple of cows are standing together outside
000000133090,A tennis player in a white shirt playing tennis on a court.
000000133098,A group of scattered sheep move down a country path.
000000133104,Expired parking meter at curbside in metropolitan street.
000000133125,Ornate wall paper displayed on wall in brightly lit room.
000000133131,some street signs with graffit on them
000000133161,some oranges and lemons sitting together on a table
000000133195,A tower that also has a clock on it.
000000133233,A harbor with boats is surrounded by mountains.
000000133237,a very large elephant that has a small elephant below
000000133251,A black down lounging on its pet bed.
000000133279,An airplane museum in Arizona spread out against the mountains.
000000133291,Two men eating pizza raise their glasses in a toast
000000133343,A young man wearing a tie and sunglasses is looking away.
000000133377,A zebra standing next to another zebra in front of a door.
000000133380,a small bird is standing on a rock
000000133386,An edited photo showing a single boy performing various skateboard tricks in a single picture.
000000133412,A metal tray holding a pizza with a serving device.
000000133418,Happy man standing on a tennis court holding a racket.
000000133464,A laptop and phone on the table of someones balcony.
000000133476,There is a sandwich on a plate next to a glass of dark liquid.
000000133485,A china jug full of fresh flowers on a window sill
000000133503,"Snowy city street with red, double decker bus"
000000133527,A smiling young waiter and another person showing off a sandwich.
000000133556,A player up to bat at a baseball game in a stadium.
000000133559,A baseball team playing baseball on the field.
000000133567,A man standing in front of the Amtrak train.
000000133571,Horse tied to post while looking directly into camera.
000000133596,there are many people playing soccer on the beach
000000133608,A large group of bicyclists on a city street.
000000133611,a big boat is going down a small river
000000133619,A large red truck parks in front of a building.
000000133620,An officer is using their phone while smiling.
000000133629,An Apple laptop on a desk in an office
000000133631,An elephant standing next to an electric fence
000000133636,A parking meter sitting on the side of a sidewalk.
000000133648,A group of baseball players standing on top of a field.
000000133667,A little boy sitting in a car shaped bed in a racing themed bedroom.
000000133679,"A room is filled with fancy furniture including a large amazon ""a""."
000000133680,A man is sitting on a bench next to a bicycle.
000000133690,A woman is on a couch with a black dog.
000000133693,This is a post with a street sign and a one way sign.
000000133707,A black cat is curled up on a wood bench.
000000133778,A young calf drinks from its mother's udders
000000133819,A passenger bus that is driving down a street.
000000133821,A beautiful peacock with it's feathers spread while it stands on stones.
000000133867,"A man is riding an elephant with and ""I love NY"" sign."
000000133869,A women who is on her cell phone outside.
000000133923,A building is near cars under a traffic light.
000000133927,Child holding tennis racket in middle of court looking to get call
000000133928,A lake with a paddle boat and a blue sky.
000000133933,a man on a phone and two little girls playing a video game
000000133963,A couple of men standing in a living room together.
000000133964,A few empty boats at a river ride
000000133969,A group of men on a field playing baseball.
000000133995,The traffic light is bolted on a concrete wall.
000000133999,A double decker bus driving down a street next to a tall building.
000000134001,Traffic signs are abundant on a pole by a building.
000000134010,A train is going down the train tracks.
000000134034,A pair of horses grazing in a field behind a fence.
000000134042,An airplane is flying in the clear blue skies.
000000134066,Two young elephants bumping trunks on a grassland.
000000134074,some cattle are grazing in a green field and some trees
000000134075,People reading a menu at a restaurant and drinking waters.
000000134096,A calico cat drinks water from a faucet.
000000134098,a person riding a snow board on a snowy surface
000000134133,People sitting with camping gear and food with a chocolate bar in the middle.
000000134160,A giraffe is sitting down with birds nearby.
000000134167,"One zebra is laying down, one zebra is standing up."
000000134178,A group of elderly people sit on benches.
000000134198,A young boy becoming airborne while riding a skate board.
000000134199,A herd of elephants walking through the mud.
000000134206,Several women standing in a kitchen preparing food.
000000134215,Black motorcycle with a side car in the middle of the street.
000000134231,An assortment of vegetables are for sale on a long table.
000000134255,A bunch of vehicles that are sitting in the street.
000000134278,An elderly man attempts to blow a birthday candle out.
000000134288,An single orange is sitting on a table.
000000134328,An airplane flying through a blue sky next to a helicopter.
000000134343,A black and white photo of a snow covered bench.
000000134386,A cute girl holding a plate with a cake and lit candles.
000000134413,a close up of a plastic container of food
000000134459,A crowd of adults and children play frisbee.
000000134460,A child with a hat on and a banana in their mouth.
000000134483,A toilet with a case of toilet paper on top.
000000134503,A PERSON SWIMMING WITH A BOAT NEAR TO HIM.
000000134537,an image of a night scene with holiday lights
000000134542,"A newspaper covered in candy, fruit and goodies."
000000134551,A black and white picture of a person on a tennis court through the fence
000000134558,A kid on a court with a tennis racket.
000000134574,A variety of food on a dining room table.
000000134575,This is a couple walking at the beach pulling a parachute behind them.
000000134594,A large black and white cow standing in a desert field.
000000134618,an older man is speaking to a crowd in a room
000000134649,A white toilet sitting under a bathroom window.
000000134657,Two road signs are viewed from inside of a vehicle windshield.
000000134689,A giraffe standing in dry dead brush on the savannah.
000000134760,Skiers going down a mountain and riding on the lift.
000000134768,"An audio cord with a speaker, computer and keyboard."
000000134778,A group of seagulls foraging for food near the beach
000000134811,A very close up image of some tasty looking pizza.
000000134844,a train is next to a city by the mountains
000000134856,Three people riding horses on the shore.
000000134863,"A street with traffic lights, wall and buildings."
000000134882,A cat curled up on a bed for a nap.
000000134886,A playing flying over a van with multiple people around it.
000000134926,A pitcher on the mound throwing a baseball.
000000134935,A wooden table in a corner displaying a tray with flowers and snacks on it.
000000134964,The young child received a birthday cake with Dora decorations.
000000134981,Two skiers wearing backpacks in a snow storm.
000000135023,A parking meter on the side of a road.
000000135029,a glass of orange juice places next to a cup of coffee
000000135037,A warthog and a zebra running in a grassland.
000000135042,close up of a street sign with a sky in the back ground
000000135057,A truck and a small airplane next to a flag.
000000135071,The stove in the kitchen is made of stainless steel.
000000135076,A blue bird with a berry in it's mouth
000000135116,A dog standing up near a car looking ahead.
000000135117,"In a men's bathroom, there are photos of men over the urinals."
000000135139,Bunches of unripened bananas on their stalks at market.
000000135155,Two people out in the snow doing cross country skiing.
000000135158,a cat is on the coach staring at a remote control
000000135161,A bathroom being renovated featuring a toilette and shower.
000000135167,a breakfast is displayed on a plate on a table
000000135210,The baby on the blanket at the park is hoding a Motorola phone.
000000135256,a mix of beans corn broccoli and mushrooms
000000135266,A man holding food talking to a woman.
000000135275,A small black car is sitting on the pavement
000000135281,Two ladies on a road with an umbrella
000000135361,A female tennis court about to serve the tennis ball.
000000135410,A coin meter that is next to a ladder with balls on it.
000000135411,A suitcase is open and sitting on the ground.
000000135424,A woman wearing a wetsuit surfs on a foggy day.
000000135436,A hot dog on a bun with pickle and tomato.
000000135460,a bunch of banana on a table near some cakes
000000135478,Mac fans enjoying a drink and a joke
000000135486,A man fixes a kite as he stands with his friend on the beach.
000000135497,a man holding two fingers up with both hands
000000135524,A woman holding an umbrella while standing next to a river.
000000135561,"The kitchen is lit with overhead lights, shining on the cupboard and sink"
000000135566,Many different colored kites in the air with people on the ground.
000000135572,teddy bear sitting on a tiny toilet in a cube shape space
000000135579,a plate with some meat and potatoes on it
000000135604,A man playing soccer on a soccer field
000000135620,A large yacht floating on a large body of water.
000000135670,A bicycle being held by a bar on a train.
000000135671,Dirt bikes with lights on riding along a street with people watching from the side walk.
000000135673,Two planes are close together in the sky.
000000135680,there is a small green vase that has a flower in it
000000135681,two zebras are standing on some dirt and a tree
000000135690,A man on a motorcycle is in mid air.
000000135708,A toy chicken standing beside a flower vase.
000000135748,A tiny dog in a doggy bed covered with a blanket.
000000135756,A little girl touching the horses nose.
000000135763,A red fire hydrant sitting in a lush green field.
000000135797,A living room furnished with light-colored furnishings is pictured.
000000135846,A man and a woman are white water rafting
000000135872,a desk with a laptop and a desktop computer
000000135890,A large stone building with a clock on it
000000135900,Eggs and ham cooking on a stove top.
000000135902,A red and yellow train at station under a glass roof.
000000135914,A stuffed bed sits on the computer keyboard in front of a monitor.
000000135975,A light brown teddy bear sitting on suitcases.
000000136008,A bench is shown on the pavement next to the grass.
000000136021,A bunch of different pictures that are of food.
000000136033,A bathroom area with a sink and tiled counter top.
000000136117,Two suitcases full os small packages on a bed.
000000136140,A person wearing glasses while using a smart phone.
000000136141,Some bananas are unripe high in the trees.
000000136181,An empty bedroom with white sheets and a blue headboard.
000000136212,"a nathans hot dog with onions, mustard, and onions"
000000136218,A passenger jet is flying over top of the buildings of a city.
000000136227,A sliced pizza with salad on it sitting on a table.
000000136250,A cat is standing on a board game
000000136270,A person placing bows on a white three-tiered holiday cake.
000000136328,A woman making gestures with hands in black and white
000000136334,A person skiing down a hill maneuvers around a flag.
000000136355,A vase of flowers on a dining table.
000000136400,a stop sign that is knocked over in the grass
000000136411,a close up of a vandalized stop sign on a pole
000000136433,Man walking in busy airport with suitcase and empty baggage area.
000000136440,A couple of men hanging out in a bar
000000136458,A bunch of electronics and writing utensils displayed on a bedroom floor.
000000136464,A line of decorative benches on a boardwalk.
000000136466,White stove with pot and kettle on top and the light on in the oven.
000000136501,A baseball player with one leg kicked up preparing to throw a ball
000000136533,We are looking past a speaker at a monitor.
000000136552,A red double decker bus is parked inside a garage.
000000136555,A baby boy is wearing a bow tie.
000000136572,Two motorcycles are parked next to each other.
000000136595,a couple of boats are on a river
000000136596,People in air on waterboards over water with banner
000000136600,A laptop computer is surrounded by jars and candles.
000000136624,"Waffle fries and turkey, bacon, avocado and cheese tortilla wraps sitting on a plate."
000000136633,An open air market with a variety of foods for sale.
000000136644,Asian people at a business conference in front of a large wall with writing.
000000136715,A sheriff riding a motorcycle in a parade.
000000136718,A girl sits and looks at the screen of the laptop computer.
000000136720,A dog in a bathroom tears up a roll of toilet paper.
000000136722,A train moving along a track during the day.
000000136734,A man is stepping over a piece of wood of some kind.
000000136740,Two brown cows standing in some tall grass.
000000136772,A bowl sitting on a table filled with fruit.
000000136783,A restroom urinal mounted on a green wall next to the outside of a stone building.
000000136785,Woman eating hero type sandwich from food truck.
000000136793,A toilet paper dispenser with an empty tube and a newspaper stuffed behind it
000000136795,A meal of stuffed shells with a side of carrots.
000000136807,Buttons from a keyboard all arranged together on a desk.
000000136820,A young girl sitting at a table with bowls of food
000000136833,Two motorcycles on the side of a road.
000000136841,A young woman is taking a photo through a train window.
000000136846,A large truck driving past a shopping center on a rain covered road.
000000136870,A skier wearing a red jacket is jumping in the air.
000000136915,A man who is looking at a baseball bat.
000000136920,"A bathroom with a sink, toilet, and window."
000000136938,A child making a silly face over a tray of donuts.
000000136941,a group of cows standing on the side of a road.
000000137031,A small passenger jet that is flying in the sky.
000000137057,A dog with a pink frisbee in its mouth
000000137085,Display of ornamental vases and figurines with oranges stacked on stands.
000000137106,a hand of a person wearing a pink and white shirt
000000137108,A tennis player is about to hit a ball in front of a crowd.
000000137118,"A room with threes chairs, a rug, a shoe and a basket in it."
000000137120,A snowboarder is catching air on the slopes on a sunny day.
000000137130,An infant in pajamas lying next to a stuffed animal.
000000137185,This is a train that is parked near a building.
000000137188,A cat laying down on a surface in a room.
000000137211,many army lorries parked in a forest with many trees
000000137221,A man in black jersey with a baseball bat.
000000137227,A Starbucks mug filled with tea on a table.
000000137241,A professional tennis player about to serve the ball
000000137246,A lady holding a hotdog in an outside eating area.
000000137260,A woman standing at a counter holding a wine glass.
000000137265,there is a kite that is being flown high in the sky
000000137294,Man placing an item in an outdoor oven on a farm
000000137297,"Muscles tightly clenched, the tennis player reaches to hit the ball."
000000137300,A PERSON FLYING A KITE IN A REMOTE AREA.
000000137301,A computer monitor sitting on top of a wooden desk.
000000137315,A young man is sitting in front of food and wine.
000000137330,Black and white photo of a boat full of rowers.
000000137370,Over head picture in an airport baggage claim area.
000000137395,A child and an adult in a batting cage holding bats.
000000137408,"a ,man holding on to a surfboard and a large kite"
000000137475,A kitchen and dining room adjacent to each other.
000000137490,A small bird sitting on the handle of a car door.
000000137501,A crowd of people skiing on snow covered ground.
000000137507,A white and orange cat presses his paws against a red sofa
000000137538,A large bird perched on top of a rock
000000137560,People are shaking hands holding tennis rackets on a tennis court.
000000137573,A cubicle at an office with an open umbrella laying on the desk.
000000137576,"All of the cows are poking their heads out, eating some hay."
000000137595,A black dog sitting in front of a TV.
000000137612,a tall building with a sign in front of it
000000137619,This is a bird looking in the direction of a tree.
000000137634,A photo of a yellow and green fire hydrant.
000000137654,Three skiers in bright outfits start down a slope.
000000137677,A bird that is flying in the sky.
000000137678,The bello tower on top of a building with a clock below.
000000137682,A person is surfing on a shallow wave.
000000137699,Woman walking on a sidewalk in front of a street with a black vehicle.
000000137727,A passenger train parked next to a platform.
000000137803,There are several pictures of a woman riding a horse at a competition.
000000137809,"A blue, yellow and red flag being flown at a park."
000000137810,a black and white picture of an intersection from above.
000000137811,Two zebras not facing each other on bare ground.
000000137822,A group of trains parked next to each other.
000000137826,A tourist bus is parked in a bus lane.
000000137844,A person riding a skateboard up a ramp by a mountain.
000000137861,"A room with a television, a desk, and some chairs."
000000137888,Man sitting in the green chair is looking at the open lap top on a white table
000000137911,Surfers on boards in the midst of a very high wave.
000000137927,A toilet in a hole in the floor.
000000137950,"A tri-motor, vintage airplane on final approach to land."
000000137954,Man and child holding a remote control looking at an object.
000000137961,Gray cat lying on a chair looking at the camera.
000000137992,A snowboarder on the slope side of mountain.
000000137993,bridge spanning over the width of a river next to a city.
000000138022,"A red van with a surfboard strapped to the top, parked on a street."
000000138040,a small parking lot in the middle of a forest feild
000000138054,A baseball player holding out his gloved hand.
000000138070,A living room area with couches and a television.
000000138073,A train is pulling in to a train station.
000000138078,Baseballer standing with mitt in fenced field and grass
000000138079,A bathroom is shown with a shower and a toilet.
000000138086,"Homemade pizzas with vegetables, beer and wine on a table"
000000138095,A person feeding a giraffe while another giraffe looks on.
000000138096,The young child is riding swiftly on a skateboard.
000000138115,A man purses his lips while holding up an orange in front of his face.
000000138124,A bathroom has a light above the toilet.
000000138151,A clock sitting in the middle of a road.
000000138175,a man sitting at a table while talking on the cell phone
000000138179,A smiling baby playing with a yellow and blue toy.
000000138180,A woman serving the tennis ball across the net.
000000138185,A man flying into the air while riding a skateboard.
000000138196,A train is driving down the tracks in front of a building.
000000138204,A dog who is sitting on a couch.
000000138241,A burrito sitting on top of a white plate.
000000138246,A filed with brown horses standing next to a church.
000000138271,A black toaster oven sitting on a kitchen counter.
000000138397,Old looking pottery is on display on pedestals of varying heights at a museum.
000000138446,Bull standing in grass next to a barbed wire fence.
000000138477,a person flying a blue kite in an open field
000000138492,an image of a dog playing with a frisbee
000000138503,a policeman on a motorcycling driving on the road smiling
000000138517,A woman sitting at a table wearing sunglasses on her head.
000000138550,Orange fire hydrant on the sidewalk in a commercial area
000000138556,A painted trunk sitting on a wood floor
000000138599,A BMW motor cycle parked next to shrub..
000000138639,"People in cars, on bikes, and walking near city buildings."
000000138644,an image of a woman eating a banana
000000138648,Large building sign very high in sky beside a tall building with a large clock on its front.
000000138653,A cake and cupcakes decorated with multiple horse figurines.
000000138656,A woman sitting on top of a fake giraffe.
000000138675,A person is standing on a snowy hill overlooking a valley.
000000138713,Some guys running with a disc in the air.
000000138730,A truck covered in ads drives in a desert area.
000000138755,Large tower building with a clock on the side of it.
000000138784,A yellow train is at a station along the tracks.
000000138806,A large kitchen with a lot of cabinets and counter space.
000000138814,A man serving while he plays a match of tennis.
000000138819,Within a bathroom with a sink in the foreground.
000000138832,a close up of a fruit hanging in a tree
000000138834,A person carries their snow skis while walking towards a vehicle.
000000138838,The man is flying a kite and someone is laying in the sand.
000000138896,A truck that can transport materials driving on a highway.
000000138937,An individual in black life jacket wave boarding.
000000138954,Slices of food are arranged around food piled on a plate.
000000138965,A picture of children's toy reading story.
000000138975,two men standing by each other on a snowy hill
000000138979,A large white bus sitting in front of a tall building.
000000139004,A kitchen with canisters on the neat counter
000000139094,a model replica of a man sitting on a fork lift
000000139097,A sink under a large mirror in a bathroom.
000000139099,A person on a motorcycle talking to a person with a watermelon.
000000139108,Horses drink water from the ground near a river.
000000139113,A group of young men play a game of ball.
000000139130,"zebras graze in a field with sparse grass, in front of trees."
000000139140,A black woman is riding a horse.
000000139168,Four jet airplanes are flying in formation in a cloudless sky.
000000139169,a close up of an open book with a person riding a dirt bike
000000139192,A group of elephants stand together by a fence.
000000139248,A young child holding a cell phone to their ear in front of a creek.
000000139261,A man on skies skiing down slope wearing protective gear.
000000139291,The woman rides her bike down a small alleyway.
000000139294,"Two clay figures of snowboarders, one is jumping."
000000139306,A foot long sandwich is on a piece of paper.
000000139428,Two girls in a yard with one holding a glass and the other holding a baseball bat.
000000139436,An elephant with tusks is on the grass.
000000139440,Six people in a boat rowing on a body of water.
000000139455,A group of cows grazing in a deserted plains area
000000139457,A large group of people sitting at tables.
000000139468,a street some cars a traffic light and different signs
000000139472,A view from below of a man holding an umbrella.
000000139475,A wooden bench on top of a set of paintings.
000000139486,A photograph of an all white bedroom that has a large bed.
000000139490,Lunch pails packed with healthy and unique foods
000000139512,A boy takes a picture of a herd of sheep.
000000139518,A tent with people waiting underneath it behind a van.
000000139549,A city bus stopped at a crosswalk on a street.
000000139555,A man and woman sitting on an elephant
000000139567,A tall church sitting next to a lush green field.
000000139605,A boat going past a light house on a small island.
000000139623,a train is stopped by a house across a large field
000000139637,A man on a bicycle riding past the beach.
000000139684,a living room witj a couch some chairs and a tv
000000139721,"A white and tabby striped cat sits on a kitchen counter amidst a scissors, napkins, and a plastic bin of items."
000000139734,Bananas and apples go together very well here.
000000139740,A line of traffic beside a metro bullet style train indoors.
000000139749,A room with Chinese hangings hanging from the ceiling.
000000139781,A woman standing next to a cat laying on the ground.
000000139785,"A montage image shows a round object, and a clock face in a field."
000000139843,a red brick building with a white and black clock
000000139856,A woman with sunglasses holding a donut with frosting and sprinkles.
000000139858,Large white bird with yellow beak flying over the water.
000000139871,A small plane with the cockpit open and landing gear down
000000139872,A dog laying on grass near a flying disc.
000000139917,A child playing Wii while a dog lies on the floor.
000000139921,A man standing in front of a shelf filled with supplies.
000000139953,"A plate of donuts, silverware and glasses are on the table."
000000139969,Adults with bikes crowd downtown sidewalk outside of local business.
000000139971,this is a row of toilets in a bathroom
000000139973,A baseball stadium full of fans while two teams play ball.
000000140007,A thick woman riding skis on top of a snow covered slope.
000000140010,a piece of food on a white and yellow plate
000000140017,Someone made a pizza in an old brick oven.
000000140021,A pair of scissors and some fabric rest on the table
000000140068,The man is walking on the field to play a game of baseball.
000000140076,A table that has a vase on it near a blanket hanging on a wall.
000000140087,a black and white picture of a white man singing a song
000000140122,A laptop and a keyboard on a desk.
000000140129,A traditional-looking building of some sort during the day.
000000140151,A store selling lots of ripe bananas and other produce.
000000140167,A multi colored vase on a table with dried flowers.
000000140174,A smiling young boy wearing an orange shirt plays the Wii.
000000140203,A woman carrying her dog on a busy city street.
000000140231,A glass desk with a variety of electronic equipment on it.
000000140263,A young man is having a lunch break in the office.
000000140270,A person is riding a horse around on grasses
000000140286,A white horse pulling a wagon while stopped on the side of the road.
000000140289,Two born bears walking though a forest surrounded by trees.
000000140292,A colorful train winds its way towards an industrial area.
000000140294,A hotel room features two large beds with red blankets.
000000140295,some zebras in their pen some food a fence and tree
000000140307,Diners at an outdoor patio table at a restaurant beside a city street.
000000140332,A man and woman are playing a video game near each other.
000000140388,A man in military uniform who is cutting a cake.
000000140391,A couple different pastries on a pastry dish.
000000140435,A truck and a bench in an open field
000000140439,A. clear vase containing bouquet of pink with white tipped tulips
000000140454,a number of small boats in a large body of water
000000140501,A jet fighter sitting on top of an airport runway.
000000140540,A train on a steep hill of green grass
000000140545,Some cooked carrots and a spoon on a aluminum pan
000000140556,A group of men standing near a fire hydrant.
000000140565,Multiple airplanes sit parked on the busy runway.
000000140582,The baby birds in a next tucked up under an eave.
000000140583,A herd of sheep with two sherds moving down a road in the mountains.
000000140634,The baseball player is waiting for the pitch.
000000140636,A bird standing next to another bird with a fish in its mouth.
000000140640,a couple of women in hates cutting some cake
000000140642,back yard gathering with people talking to each other
000000140651,a person on a motorcycle in motion on a track
000000140658,A clock on the very top of a building.
000000140661,an open concept of a living room and kitchen combined
000000140686,A long train riding on train tracks through an empty field
000000140691,Three giraffes and one zebra standing in a grassy field with trees.
000000140696,A person walking with a bag down a city sidewalk.
000000140713,A small baby elephant standing next to an adult one.
000000140785,A young man riding a wave on a surfboard.
000000140826,A large jetliner sitting on top of an airport runway.
000000140840,Large assortment of kites on large field at outdoor event.
000000140843,Two soccer teams playing a soccer match in a stadium.
000000140860,The young man is setting in the floor with his computer ear an outlet.
000000140908,A couple of stuffed animals on a bench by a walkway.
000000140929,A black clock with the word Kerttui showing 12:44
000000140974,We are looking at a road sign with two street names.
000000140987,A girl sitting on a chair in front of a pepperoni pizza.
000000141017,A young girl walking towards an older women.
000000141102,"two hot dogs with ketchup, onions, and chli on a plate"
000000141108,a close up of a plate of food with vegetables
000000141135,a guy carrying a camera and talking on his cell phone
000000141163,a white plate that has a dessert on top of it
000000141172,A picture of a cat door is on the bottom corner of a blue door.
000000141197,a woman is standing in a room taking a picture of herslf
000000141205,A woman sticking her tongue at a boy as he smiles.
000000141219,A ZEBRA IS EATING OUT OF THE TRAY
000000141247,"A vase of tulips, books, and a stemmed glass on a table."
000000141256,A man walking down a street next to a young man.
000000141271,A man hitting a tennis ball with a tennis racket while two others watch.
000000141278,A wooden desk filled with a laptop and computer monitor.
000000141343,The stuffed bear is on the sidewalk next to the shop entrance.
000000141416,"A policeman dressed in green, on a green motorcycle in the street and a large group of people watching behind a barricade."
000000141426,Two bulls laying in hay with various people standing around.
000000141468,A grizzly bear walking in the woods looking off in the distance.
000000141492,A woman swinging a tennis racquet while on a court.
000000141501,A fenced off property covered in signs warning people to stop for inspection before entering.
000000141508,Two pairs of shoes sit next to a suitcase on a wooden floor
000000141509,A small boy wearing wading boots poses with his Winnie the Pooh doll.
000000141517,A big herd of animals grazing in a big field.
000000141518,Two strange bugs walking on a stick
000000141524,The dog watches the bunny eat the carrot.
000000141538,Two dogs walking along a path in a forest.
000000141574,A group of people in the ocean on surf boards.
000000141587,two tall buildings and a plane in between them
000000141597,The smart car is parked directly behind the van.
000000141616,A sign warning people to stop at red lights.
000000141634,Two ladies standing near a stable petting a horse.
000000141651,A women who is riding a horse that is performing a jump
000000141671,A group of horses are crossing a finish line
000000141673,The bar tender is pouring the man a glass of wine.
000000141709,Three bathroom stalls with toilets in a restroom
000000141755,A flock of birds standing on top of a large rock.
000000141760,A man looks through the hole of a large doughnut.
000000141779,A group of men standing on a beach with surfboards.
000000141795,A bathroom sink with a mirror and toilet.
000000141821,An oddly shaped pizza resting on a picnic table near several beverages.
000000141849,Three different teddy bear on a blanket on a chair.
000000141879,Two people flying a kite in the snow.
000000141887,a surfer surfs on the ocean in the sun
000000142000,a old brick building that has a street sign out front
000000142056,A woman on the tennis court getting ready to do a backhand swing
000000142092,An overhead view of a pizza on a pizza stone.
000000142108,Several people are opening bananas while standing at a table.
000000142127,"A breakfast sandwich with ham, egg, cheese, and English muffin."
000000142129,A red four door car pulling into a parking space with a meter.
000000142177,A black tray with some plates of food on it.
000000142182,Many stuffed bears are lined on the shelves.
000000142189,A giraffe standing next to a pile or rocks.
000000142207,A fire truck is beside a yellow fire hydrant.
000000142246,A table surrounded by four chairs holding a desktop computer.
000000142257,Cars in the city are stopped at a red light.
000000142318,The large horse feeds on some delicious dried grass.
000000142323,Street signs for PUSHKIN Str. and NALBANDYAN Str.
000000142337,"A bathroom with white and black tile, a toilet, pedestal sink and bath tub."
000000142340,A white toilet is on display with a blue seat.
000000142346,a little kid is wearing a pair of skies
000000142386,Guys look through the cabinets and refrigerator.
000000142454,Two cats that are sitting on a sink
000000142472,there are many houses and stores on this street
000000142483,A piece of pizza is sitting on a plate with another slice.
000000142484,A striped cat is laying on a kitchen chair.
000000142500,"A beautiful, large, head of Broccoli in a garden."
000000142552,Some people on a roof who are flying some kites.
000000142562,A man jumping a horse over an obstacle.
000000142564,Two children are in a bathtub with an inflatable toy.
000000142574,A group of people standing and sitting around an elephant.
000000142620,The man is sitting outside with food on the table.
000000142667,People standing in line by several food trucks parked on the street
000000142687,A man making pizzas in front of a wood burning pizza oven.
000000142697,A person is on a surf board in the ocean doing a jump.
000000142718,A man on a motorcycle riding past a herd of cows.
000000142719,A striped cat rests on a patio deck.
000000142722,A brown dog sitting near two black and white cows.
000000142742,A man swinging a bat at a baseball.
000000142744,A television screen that has a picture of a cartoon cat on it.
000000142769,A brown and white dog runs on the beach.
000000142774,a man on a motor bike drives by a city bus
000000142790,two people on skis falling in the snow
000000142815,A man laying in bed next to another man holding a camera.
000000142879,A group of sandwiches displayed on a platter
000000142903,A stereo and remote control sit on a desk.
000000142934,A couple of people walking up the side of a snow covered mountain.
000000142941,A yellow bird head down in a small plastic cup.
000000142942,City skyline as seen beyond waterway docking area.
000000142949,an elephant with a person sitting on its head
000000142971,A man riding on the back of a surfboard next to kids.
000000142999,"A room with a bed, a rug and several pictures on the wall."
000000143068,A kite flies over flags posted on a windy beach.
000000143101,A person who is on a surfboard in the ocean.
000000143103,A little boy snow skiing with adults on a hill.
000000143107,a person on a surf board jumps in the air over snow
000000143120,A man is holding a donut to his mouth.
000000143125,A man with an umbrella standing with a woman in a park.
000000143129,A man and giraffes are sitting on the grass.
000000143132,a person standing on a robotic surf board
000000143143,Man in a black plaid shirt eating food while standing up.
000000143167,A small gold and black clock tower in a village.
000000143174,A street sign named balloon museum site on the pole.
000000143215,A kid on a field in the evening with a Frisbee.
000000143224,a large plain is at a airport terminal
000000143236,"Bowls of chopped carrots, onion and lettuce on a turquoise mat."
000000143247,A living room with a green chair next to the window.
000000143252,A table filled with different types of vegetables.
000000143275,There are four skiers currently in the same area.
000000143305,A skateboarder does a trick in the air at a skate park.
000000143320,An ocean scene with several surfers in the water.
000000143329,A bedroom with a picture on the wall and a lamp on the side
000000143333,A tennis player squats low in preparation for the serve.
000000143346,People are playing baseball on a baseball field
000000143359,The young man is jumping of the ground with his skateboard.
000000143370,A bathroom with a toilet and a sink.
000000143387,The skier in the helmet moves through thick snow.
000000143418,A group of cows standing with each other in a field.
000000143450,Chocolate cake next to a spoon with an American flag.
000000143458,A man wiping off his brow at a wedding.
000000143503,Two men are on horses in the street near other people.
000000143516,A frying pan with meat and vegetables in it.
000000143526,A table runner and vase containing a fresh flower arrangement are on the glass table.
000000143541,a man walking out into the ocean wearing a wetsuit and carrying a surfboard.
000000143556,People on motorcycles riding across a bridge
000000143560,A shadow of a traffic light cast on a white building with bars in it's windows.
000000143572,a man swinging his tennis racket to he can hit a ball
000000143576,A Japanese cook stirring a large cooking pot
